checkin_id,venue_name,venue_type,date,time,year,month,latitude,longitude,street_address,city,state,postal_code,country,country_code,full_address,foursquare_url,venue_id
699eeba793f6051529a97c53,Pisciculture de la Commanderie,Other,2026-02-25,12:31:35,2026,2,50.73761908637444,5.822253855122045,7 Commanderie,Sint-Pieters-Voeren,Limburg,3792,Belgium,BE,"7 Commanderie, Sint-Pieters-Voeren, 3792, Limburg, Belgium",https://app.foursquare.com/v/pisciculture-de-la-commanderie/50e14789e4b0073eb5c97173,50e14789e4b0073eb5c97173
699eb310c26739070aea30e3,Fitz Roy - Maastricht,Other,2026-02-25,08:30:08,2026,2,50.853394900835475,5.689449017620883,68C-02 Boschstraat,Maastricht,Limburg,6211 AX,Netherlands,NL,"68C-02 Boschstraat, Maastricht, 6211 AX, Limburg, Netherlands",https://app.foursquare.com/v/fitz-roy--maastricht/5b6210bf12c8f0002c2c4411,5b6210bf12c8f0002c2c4411
699de8055541bd4ae5254b14,Restaurant Enigma,Restaurant,2026-02-24,18:03:49,2026,2,50.84630608544964,5.694126495613937,22 Sint Bernardusstraat,Maastricht,Limburg,6211 HL,Netherlands,NL,"22 Sint Bernardusstraat, Maastricht, 6211 HL, Limburg, Netherlands",https://app.foursquare.com/v/restaurant-enigma/67ccb1cae2be247317306d41,67ccb1cae2be247317306d41
6990702585274e6ab51cfc62,Konno,Other,2026-02-14,12:52:53,2026,2,50.62914890956385,5.568148450671002,21 Rue des Guillemins,Liège,Wallonia,4000,Belgium,BE,"21 Rue des Guillemins, Liège, 4000, Wallonia, Belgium",https://app.foursquare.com/v/konno/69907021b88be50085b4f4bb,69907021b88be50085b4f4bb
69848e33a33ee442f620d8e2,Salt & Pepper,Other,2026-02-05,12:33:55,2026,2,51.20748944484095,3.228238530138329,6;6A Braambergstraat,Bruges,West Flanders,8000,Belgium,BE,"6;6A Braambergstraat, Bruges, 8000, West Flanders, Belgium",https://app.foursquare.com/v/salt--pepper/66fed4209112fd3ee687f1f7,66fed4209112fd3ee687f1f7
6983919623ae0919c7f56685,Bistro Bruut,Restaurant,2026-02-04,18:36:06,2026,2,51.20879701187751,3.2292301284338465,6 Meestraat,Bruges,West Flanders,8000,Belgium,BE,"6 Meestraat, Bruges, 8000, West Flanders, Belgium",https://app.foursquare.com/v/bistro-bruut/524b108e498e417185a99d81,524b108e498e417185a99d81
69835ff83463696344d0886f,Grand Hotel Casselbergh,Hotel,2026-02-04,15:04:24,2026,2,51.208952502300086,3.2289699202541198,2 Meestraat,Bruges,Flemish Region,8000,Belgium,BE,"2 Meestraat, Bruges, 8000, Flemish Region, Belgium",https://app.foursquare.com/v/grand-hotel-casselbergh/4bcaa982511f9521ff4db0c7,4bcaa982511f9521ff4db0c7
698331135777c726f9bfc64f,Bar Lowie,Bar/Pub,2026-02-04,11:44:19,2026,2,51.20602283468242,3.2280086660933933,26 Eekhoutstraat,Bruges,West Flanders,8000,Belgium,BE,"26 Eekhoutstraat, Bruges, 8000, West Flanders, Belgium",https://app.foursquare.com/v/bar-lowie/691e90b3bc9dea0c761cc1c4,691e90b3bc9dea0c761cc1c4
697e53170d9ca1408e12bd4e,Le Sixième,Other,2026-01-31,19:08:07,2026,1,50.72318595448085,4.871310930105324,2 Avenue Fernand Charlot,Jodoigne,Walloon Brabant,1370,Belgium,BE,"2 Avenue Fernand Charlot, Jodoigne, 1370, Walloon Brabant, Belgium",https://app.foursquare.com/v/le-sixi%C3%A8me/59fcbc396cf01a0cc400682e,59fcbc396cf01a0cc400682e
6945d2390150db2f14b221e7,Bistro Racine,Restaurant,2025-12-19,22:31:21,2025,12,50.681495709814705,4.273091082731183,3 Place de la Station,Braine-le-Château,Walloon Brabant,1440,Belgium,BE,"3 Place de la Station, Braine-le-Château, 1440, Walloon Brabant, Belgium",https://app.foursquare.com/v/bistro-racine/5526ccdc498e2980393e1106,5526ccdc498e2980393e1106
692af8114c5f4a66598a1014,Karl & Val Gourmet,Other,2025-11-29,13:41:37,2025,11,28.24691898247097,-16.8418896767252,1 Calle Poblado Marinero,Santiago Del Teide,Canary Islands,38683,Spain,ES,"1 Calle Poblado Marinero, Santiago Del Teide, 38683, Canary Islands, Spain",https://app.foursquare.com/v/karl--val-gourmet/53b08039498ee12465a137c6,53b08039498ee12465a137c6
6929fda5da0c9a57b6c5b815,El Rebojo Bocados De Mar Y Vinos,Other,2025-11-28,19:53:09,2025,11,28.37372024505105,-16.76453728873564,15 Calle Francisco Martínez Fuentes,Garachico,Canary Islands,38459,Spain,ES,"15 Calle Francisco Martínez Fuentes, Garachico, 38459, Canary Islands, Spain",https://app.foursquare.com/v/el-rebojo-bocados-de-mar-y-vinos/64eb5fc43e56d259e820e91d,64eb5fc43e56d259e820e91d
6929a9f77c611d7977d68e91,Museo de Malvasía,Other,2025-11-28,13:56:07,2025,11,28.36631024981987,-16.721462685602056,5 Plaza de la Constitución,Icod de los Vinos,Canary Islands,38430,Spain,ES,"5 Plaza de la Constitución, Icod de los Vinos, 38430, Canary Islands, Spain",https://app.foursquare.com/v/museo-de-malvas%C3%ADa/4fc25044e4b02db73e7d1df3,4fc25044e4b02db73e7d1df3
6928b13cf966f116220d8cd2,Restaurante Anturium,Restaurant,2025-11-27,20:14:52,2025,11,28.37421302445377,-16.76431841018188,31 Calle Esteban De Ponte,Garachico,Canary Islands,38450,Spain,ES,"31 Calle Esteban De Ponte, Garachico, 38450, Canary Islands, Spain",https://app.foursquare.com/v/restaurante-anturium/5651b0a8498e5559fff02f5a,5651b0a8498e5559fff02f5a
69288c371137104f4b01a037,Isla Baja Suites,Other,2025-11-27,17:36:55,2025,11,28.372912387919143,-16.765850564569604,1 Avenida Tome Cano,Garachico,Canary Islands,38450,Spain,ES,"1 Avenida Tome Cano, Garachico, 38450, Canary Islands, Spain",https://app.foursquare.com/v/isla-baja-suites/4fa2c53be4b09588d3fed47e,4fa2c53be4b09588d3fed47e
6928612c28116f4c20220442,El Caletón Chillout,Other,2025-11-27,14:33:16,2025,11,28.373633465364218,-16.76601760459405,5 Avenida Tomé Cano,Garachico,Canary Islands,38459,Spain,ES,"5 Avenida Tomé Cano, Garachico, 38459, Canary Islands, Spain",https://app.foursquare.com/v/el-calet%C3%B3n-chillout/64f8bd854a497522c7a86ecb,64f8bd854a497522c7a86ecb
69260d9fe3a21869329d9152,Hotel Parador de las Cañadas del Teide,Hotel,2025-11-25,20:12:15,2025,11,28.224474062338597,-16.627285429929653,38 Carretera General 821,La Orotava,Canary Islands,38300,Spain,ES,"38 Carretera General 821, La Orotava, 38300, Canary Islands, Spain",https://app.foursquare.com/v/hotel-parador-de-las-ca%C3%B1adas-del-teide/4bd1cc525e0cce72d200a284,4bd1cc525e0cce72d200a284
6925b094a3d4d27b01a54eb0,Dabeke,Other,2025-11-25,13:35:16,2025,11,28.384110555543455,-16.523966162187293,9 Calle La Candelaria,La Orotava,Canary Islands,38300,Spain,ES,"9 Calle La Candelaria, La Orotava, 38300, Canary Islands, Spain",https://app.foursquare.com/v/dabeke/619e4827975be41b85889a08,619e4827975be41b85889a08
6924bb620dbee73437552e2a,Taberna Ossuna,Other,2025-11-24,20:09:06,2025,11,28.487914539013655,-16.317341616764853,2 Calle Manuel De Ossuna,San Cristóbal de La Laguna,Canary Islands,38204,Spain,ES,"2 Calle Manuel De Ossuna, San Cristóbal de La Laguna, 38204, Canary Islands, Spain",https://app.foursquare.com/v/taberna-ossuna/5176a045e4b075099a311418,5176a045e4b075099a311418
69245fa5959a3f057996208e,El Mirador,Other,2025-11-24,13:37:41,2025,11,28.574714168167265,-16.188348842720472,1 Diseminados Benijo,Santa Cruz de Tenerife,Canary Islands,38129,Spain,ES,"1 Diseminados Benijo, Santa Cruz de Tenerife, 38129, Canary Islands, Spain",https://app.foursquare.com/v/el-mirador/4ed3af22cc219860fb3f9739,4ed3af22cc219860fb3f9739
6923692ec0ea9145a0f089a1,Tasca El Obispado,Other,2025-11-23,20:06:06,2025,11,28.489355311328627,-16.318836069360536,88 Calle Herradores,La Cuesta,Canary Islands,38201,Spain,ES,"88 Calle Herradores, La Cuesta, 38201, Canary Islands, Spain",https://app.foursquare.com/v/tasca-el-obispado/4c42187bcc410f479542ac61,4c42187bcc410f479542ac61
69231180ae385478120a449c,El Caracol Beach Club,Bar/Pub,2025-11-23,13:52:00,2025,11,28.51074094045043,-16.181427220600323,117 Lugar Playa Teresitas,Santa Cruz de Tenerife,Canary Islands,38129,Spain,ES,"117 Lugar Playa Teresitas, Santa Cruz de Tenerife, 38129, Canary Islands, Spain",https://app.foursquare.com/v/el-caracol-beach-club/69231177cb863575ffa85cef,69231177cb863575ffa85cef
692210a4bac92c629af0f5ef,Nielsen Restaurante,Restaurant,2025-11-22,19:36:04,2025,11,28.468351174012422,-16.251797721666584,9 Callejón el Combate,Santa Cruz de Tenerife,Canary Islands,38002,Spain,ES,"9 Callejón el Combate, Santa Cruz de Tenerife, 38002, Canary Islands, Spain",https://app.foursquare.com/v/nielsen-restaurante/5a637324d4cc9805fb919a9f,5a637324d4cc9805fb919a9f
6921c7f2bac92c629a4da924,Ahul Bowls & Coffee,Other,2025-11-22,14:25:54,2025,11,28.48904030106053,-16.315531044669804,22 Calle Bencomo,La Cuesta,Canary Islands,38201,Spain,ES,"22 Calle Bencomo, La Cuesta, 38201, Canary Islands, Spain",https://app.foursquare.com/v/ahul-bowls--coffee/64c102d716bf313bd8c34f1a,64c102d716bf313bd8c34f1a
6920d94ba2bd922c448913b2,La Laguna Gran Hotel,Hotel,2025-11-21,21:27:39,2025,11,28.489676784333856,-16.313099730350352,28 Calle Nava Y Grimon,San Cristóbal de La Laguna,Canary Islands,38201,Spain,ES,"28 Calle Nava Y Grimon, San Cristóbal de La Laguna, 38201, Canary Islands, Spain",https://app.foursquare.com/v/la-laguna-gran-hotel/59104bee2ebb34135816f82a,59104bee2ebb34135816f82a
691f8f5f14ca3320889279a6,Irish Pub,Bar/Pub,2025-11-20,21:59:59,2025,11,28.02450649172391,-16.59985231741377,"88,87 Calle San Miguel",San Miguel de Abona,Canary Islands,38618,Spain,ES,"88,87 Calle San Miguel, San Miguel de Abona, 38618, Canary Islands, Spain",https://app.foursquare.com/v/irish-pub/4fe78113e4b047eae9cabfdf,4fe78113e4b047eae9cabfdf
691e17b0b6273b4d7caa21d7,Bar El Pescador IV,Bar/Pub,2025-11-19,19:17:04,2025,11,28.08285999112461,-17.334025313235806,13 Calle Carretera,Calera (La),Canary Islands,38870,Spain,ES,"13 Calle Carretera, Calera (La), 38870, Canary Islands, Spain",https://app.foursquare.com/v/bar-el-pescador-iv/5219da1e8bbdb68eeb3a36d0,5219da1e8bbdb68eeb3a36d0
691ccd175061b55a3ede8b38,Tasca Restaurante El Pejin,Restaurant,2025-11-18,19:46:31,2025,11,28.091654742803218,-17.110754325850404,18 Calle Real,San Sebastián de la Gomera,Canary Islands,38800,Spain,ES,"18 Calle Real, San Sebastián de la Gomera, 38800, Canary Islands, Spain",https://app.foursquare.com/v/tasca-restaurante-el-pejin/4d7fab0cebc15481e62ff8a6,4d7fab0cebc15481e62ff8a6
6918c5866212de3ac9473e4b,Sakura Tieppanyaki,Other,2025-11-15,18:25:10,2025,11,28.02357619210718,-16.609573808620553,6 Avenida del Atlántico,San Miguel de Abona,Canary Islands,38639,Spain,ES,"6 Avenida del Atlántico, San Miguel de Abona, 38639, Canary Islands, Spain",https://app.foursquare.com/v/sakura-tieppanyaki/531cd87a498edc8b31f6cb23,531cd87a498edc8b31f6cb23
69188d15f7d9727d35da1eb7,Costa Roja,Other,2025-11-15,14:24:21,2025,11,28.043867157595425,-16.538051428680834,4 Calle Picacho,Granadilla De Abona,Canary Islands,38612,Spain,ES,"4 Calle Picacho, Granadilla De Abona, 38612, Canary Islands, Spain",https://app.foursquare.com/v/costa-roja/6917903d6f3c3a198c9850a3,6917903d6f3c3a198c9850a3
69178bd1ab68557e145fec21,Hotel Medano,Hotel,2025-11-14,20:06:41,2025,11,28.04412199881466,-16.538281587846964,4 Calle Picacho,Granadilla De Abona,Canary Islands,38612,Spain,ES,"4 Calle Picacho, Granadilla De Abona, 38612, Canary Islands, Spain",https://app.foursquare.com/v/hotel-medano/4d73bfbcd976236a51a61879,4d73bfbcd976236a51a61879
69034f5ab503660c12f647fc,Table & Comptoirs,Other,2025-10-30,11:43:22,2025,10,49.91425404807982,5.358055442827199,78 Avenue de Bouillon,Neuvillers,Luxembourg,6800,Belgium,BE,"78 Avenue de Bouillon, Neuvillers, 6800, Luxembourg, Belgium",https://app.foursquare.com/v/table--comptoirs/5f2efd9858a5b74d722462c3,5f2efd9858a5b74d722462c3
68f1000a11f20050082c866e,Honest Burgers,Other,2025-10-16,14:24:10,2025,10,51.49589572714338,-0.1744549898955954,9-11 Cromwell Road,Royal Borough of Kensington and Chelsea,England,SW7 2JA,United Kingdom,GB,"9-11 Cromwell Road, Royal Borough of Kensington and Chelsea, SW7 2JA, England, United Kingdom",https://app.foursquare.com/v/honest-burgers/57911390498e75e046e72345,57911390498e75e046e72345
68f0053eddff0c2e4731968f,Kitty Fisher's,Other,2025-10-15,20:34:06,2025,10,51.50648577836172,-0.14639400265724153,5 Shepherd Market,London,England,W1J 7PR,United Kingdom,GB,"5 Shepherd Market, London, W1J 7PR, England, United Kingdom",https://app.foursquare.com/v/kitty-fishers/548195e3498ed2ba51d6d9f3,548195e3498ed2ba51d6d9f3
68ef82adf3164b60a83071b5,Rudy's,Other,2025-10-15,11:17:01,2025,10,51.51315818375731,-0.13371781192126336,80-82 Wardour Street,London,England,W1F 0TF,United Kingdom,GB,"80-82 Wardour Street, London, W1F 0TF, England, United Kingdom",https://app.foursquare.com/v/rudys/60da12b701b8c0021ecd68d4,60da12b701b8c0021ecd68d4
68d7c9970d4693633b0eb6e5,James Drinks & Fingerfood,Other,2025-09-27,11:25:11,2025,9,50.93842530633358,4.038519243086868,1 Grote Markt,Aalst,Flemish Region,9300,Belgium,BE,"1 Grote Markt, Aalst, 9300, Flemish Region, Belgium",https://app.foursquare.com/v/james-drinks--fingerfood/5aec64b6dd12f8002c01fa0f,5aec64b6dd12f8002c01fa0f
68b9e1477c2f302fb48d649a,Caprice Wavre,Other,2025-09-04,18:58:15,2025,9,50.69124111227342,4.574686152712683,1 Avenue de la Gare,Wavre,Walloon Brabant,1300,Belgium,BE,"1 Avenue de la Gare, Wavre, 1300, Walloon Brabant, Belgium",https://app.foursquare.com/v/caprice-wavre/66bf47c7c9f6076eea3d3a0a,66bf47c7c9f6076eea3d3a0a
68b09ae2cface149e0562c07,De Normandie,Other,2025-08-28,18:07:30,2025,8,51.12367082881557,2.6567115755375257,1 Koninklijke Baan,Koksijde,West Flanders,8670,Belgium,BE,"1 Koninklijke Baan, Koksijde, 8670, West Flanders, Belgium",https://app.foursquare.com/v/de-normandie/4bc325ea4cdfc9b60ce79621,4bc325ea4cdfc9b60ce79621
68a6fbf1a6e5ce17d4f1855c,My Malo,Other,2025-08-21,10:58:57,2025,8,51.04953051418158,2.386757053170729,2A Digue de Mer,Dunkirk,Hauts-de-France,59140,France,FR,"2A Digue de Mer, Dunkirk, 59140, Hauts-de-France, France",https://app.foursquare.com/v/my-malo/66bdd4c8807c0f02746afee6,66bdd4c8807c0f02746afee6
689881f98fdb310102081547,The Mine,Other,2025-08-10,11:26:49,2025,8,51.48619688614459,7.043821889630362,181 Gelsenkirchener Straße,Essen,North Rhine-Westphalia,45309,Germany,DE,"181 Gelsenkirchener Straße, Essen, 45309, North Rhine-Westphalia, Germany",https://app.foursquare.com/v/the-mine/5e42f5a6c646b60008f1555b,5e42f5a6c646b60008f1555b
